Year,Month,Product Name,Supplier,Stock Level,Order Quantity,Demand Level
2023,March,Splitter,Optifibre Co,494,154,Very Low
2024,January,Router,Synergy,472,382,Medium
2023,April,Combiner,Broadcam,186,265,Very High
2023,February,Card,Bell,159,284,Very High
2024,April,Card,Synergy,364,494,Very High
2024,August,Card,HP,170,431,Very High
2023,February,Switch,HP,110,402,Very High
2024,November,Switch,Bell,404,198,Very Low
2023,February,Multiplexer,Cardcom,337,453,Very High
2024,October,Modem,Optifibre Co,492,436,Medium
2024,April,Multiplexer,Fibertech Inc,434,322,Low
2023,February,Splitter,Cisco,427,297,Low
2023,June,Modem,Cisco,346,367,High
2024,September,Switch,Cisco,429,183,Very Low
2024,May,Splitter,Synergy,404,193,Very Low
2024,February,Card,Fibertech Inc,186,155,Medium
2024,May,Modem,Bell,462,315,Low
2024,May,Combiner,Netgear,309,212,Low
2023,January,Switch,HP,387,339,Medium
2023,January,Modem,Fibertech Inc,418,223,Low
2024,July,Multiplexer,Cisco,265,235,Medium
2024,September,Combiner,Cardcom,211,319,Very High
2024,November,Splitter,Optifibre Co,207,343,Very High
2024,March,Networking,Optifibre Co,321,178,Low
2024,September,Router,Synergy,298,427,Very High
2024,September,Modem,Bell,200,317,Very High
2024,August,Networking,Broadcam,480,147,Very Low
2023,August,Card,Bell,373,329,Medium
2023,November,Splitter,Fibertech Inc,400,425,High
2024,January,Multiplexer,Broadcam,201,310,Very High
2024,December,Networking,Cisco,378,132,Very Low
2024,November,Card,Cardcom,474,481,High
2024,September,Multiplexer,Bell,304,341,High
2024,December,Modem,Cardcom,402,413,High
2024,June,Multiplexer,Cisco,372,180,Very Low
2023,January,Card,Cisco,179,371,Very High
2024,June,Card,Cisco,334,459,Very High
2023,March,Modem,Cisco,367,207,Low
2023,January,Optical,Synergy,242,287,High
2023,December,Splitter,Bell,445,229,Low
2024,April,Optical,Synergy,472,172,Very Low
2024,April,Card,Synergy,440,159,Very Low
2024,September,Router,HP,309,275,Medium
2024,October,Multiplexer,Synergy,144,216,Very High
2024,May,Splitter,Cardcom,141,493,Very High
2024,March,Modem,Broadcam,478,216,Very Low
2024,December,Switch,Bell,109,411,Very High
2024,February,Switch,Cardcom,105,329,Very High
2024,December,Splitter,Bell,204,242,High
2024,December,Card,Broadcam,198,194,Medium
2023,September,Optical,Fibertech Inc,273,490,Very High
2023,September,Router,HP,138,151,High
2024,May,Optical,Cisco,393,399,High
2024,February,Multiplexer,Broadcam,439,369,Medium
2024,September,Networking,Bell,163,272,Very High
2024,June,Splitter,Netgear,440,306,Low
2023,October,Router,Netgear,384,255,Low
2024,March,Router,Broadcam,163,240,Very High
2023,September,Modem,Optifibre Co,469,482,High
2024,May,Modem,Netgear,333,464,Very High
2024,May,Router,Bell,151,264,Very High
2023,January,Card,Fibertech Inc,411,241,Low
2023,March,Optical,Bell,297,343,High
2024,March,Multiplexer,Fibertech Inc,188,404,Very High
2023,July,Switch,Bell,473,465,Medium
2024,June,Modem,HP,187,182,Medium
2023,May,Networking,Cisco,192,377,Very High
2024,June,Modem,HP,203,178,Medium
2024,October,Splitter,Cisco,394,404,High
2024,May,Multiplexer,Synergy,429,300,Low
2024,January,Splitter,Netgear,143,158,High
2023,August,Modem,Optifibre Co,206,243,High
2023,April,Router,Optifibre Co,216,470,Very High
2024,April,Modem,HP,135,336,Very High
2024,September,Router,Cardcom,254,313,High
2024,January,Splitter,Bell,473,147,Very Low
2024,August,Optical,Netgear,420,155,Very Low
2024,October,Router,Optifibre Co,392,433,High
2024,April,Router,Synergy,224,385,Very High
2024,March,Optical,Bell,172,363,Very High
2023,January,Multiplexer,Bell,117,102,Medium
2023,January,Router,Netgear,456,392,Medium
2023,July,Switch,Synergy,406,447,High
2023,October,Optical,Optifibre Co,178,151,Medium
2023,January,Combiner,Fibertech Inc,227,148,Low
2023,February,Router,Netgear,459,108,Very Low
2024,April,Combiner,HP,202,128,Low
2024,August,Switch,Synergy,136,439,Very High
2023,January,Router,Cardcom,242,246,High
2024,October,Router,Fibertech Inc,486,446,Medium
2024,August,Card,HP,282,463,Very High
2023,May,Splitter,Broadcam,142,172,High
2023,June,Splitter,Cardcom,412,376,Medium
2023,November,Networking,Synergy,484,380,Medium
2023,December,Splitter,HP,150,206,Very High
2023,December,Card,Synergy,426,288,Low
2024,October,Networking,Fibertech Inc,422,135,Very Low
2023,May,Switch,HP,102,301,Very High
2024,July,Multiplexer,Fibertech Inc,151,248,Very High
2023,January,Router,Bell,458,285,Low
2023,December,Combiner,Broadcam,367,334,Medium
2024,July,Modem,Bell,180,328,Very High
2024,April,Router,Synergy,349,477,Very High
2023,October,Combiner,HP,324,456,Very High
2023,May,Optical,Bell,117,293,Very High
2024,August,Splitter,HP,387,480,High
2024,June,Modem,Synergy,266,442,Very High
2023,April,Switch,Fibertech Inc,134,330,Very High
2023,March,Networking,Cardcom,429,246,Low
2024,July,Networking,Bell,333,138,Very Low
2024,October,Combiner,Bell,386,362,Medium
2024,February,Optical,Netgear,467,456,Medium
2023,September,Multiplexer,Broadcam,491,208,Very Low
2023,April,Optical,Broadcam,347,323,Medium
2023,December,Combiner,Synergy,387,237,Low
2024,August,Optical,Cisco,105,446,Very High
2023,December,Networking,Optifibre Co,153,124,Medium
2023,August,Combiner,Fibertech Inc,244,410,Very High
2023,February,Modem,Optifibre Co,275,453,Very High
2024,March,Switch,Synergy,134,469,Very High
2024,May,Router,Fibertech Inc,436,471,High
2024,April,Combiner,Netgear,204,308,Very High
2024,July,Multiplexer,HP,219,256,High
2023,March,Multiplexer,Cardcom,196,274,Very High
2023,February,Card,Fibertech Inc,474,324,Low
2023,April,Switch,Synergy,259,147,Low
2023,June,Switch,HP,467,391,Medium
2023,April,Switch,HP,368,192,Low
2024,August,Splitter,Synergy,328,493,Very High
2024,January,Optical,Broadcam,474,204,Very Low
2023,October,Networking,Fibertech Inc,192,415,Very High
2024,May,Card,Netgear,418,150,Very Low
2024,January,Splitter,Netgear,186,311,Very High
2023,July,Networking,Synergy,313,221,Low
2024,January,Optical,Fibertech Inc,134,300,Very High
2024,October,Combiner,Synergy,462,159,Very Low
2023,October,Multiplexer,HP,362,329,Medium
2023,August,Card,Optifibre Co,202,264,Very High
2024,April,Networking,Cisco,113,176,Very High
2023,August,Splitter,HP,445,212,Very Low
2024,April,Card,HP,358,250,Low
2023,January,Card,Synergy,190,331,Very High
2024,May,Combiner,Cardcom,203,223,High
2024,August,Switch,Optifibre Co,273,368,Very High
2023,December,Combiner,Netgear,147,491,Very High
2023,February,Card,Fibertech Inc,499,229,Very Low
2024,February,Combiner,Cardcom,236,135,Low
2024,April,Combiner,Netgear,465,254,Low
2024,August,Card,Fibertech Inc,268,478,Very High
2023,December,Networking,Cisco,258,351,Very High
2023,March,Switch,Cardcom,320,436,Very High
2024,January,Switch,Netgear,283,469,Very High
2024,March,Optical,Broadcam,115,475,Very High
2023,October,Optical,Fibertech Inc,382,279,Low
2023,September,Splitter,Cisco,192,160,Medium
2023,October,Switch,HP,107,499,Very High
2023,March,Router,Netgear,201,127,Low
2023,November,Modem,Bell,194,296,Very High
2024,January,Multiplexer,HP,485,354,Low
2023,May,Optical,Netgear,413,381,Medium
2023,September,Switch,HP,203,268,Very High
2024,July,Switch,Broadcam,125,124,Medium
2023,May,Switch,Fibertech Inc,471,416,Medium
2023,February,Card,HP,448,195,Very Low
2023,July,Combiner,Broadcam,146,413,Very High
2023,June,Multiplexer,Optifibre Co,284,176,Low
2023,February,Router,Cisco,349,340,Medium
2023,June,Splitter,Optifibre Co,359,131,Very Low
2023,March,Switch,Cisco,495,369,Low
2024,September,Splitter,Broadcam,251,112,Very Low
2023,January,Router,Optifibre Co,478,324,Low
2024,February,Optical,Netgear,257,460,Very High
2023,June,Modem,Cardcom,295,232,Medium
2023,August,Networking,Cardcom,404,334,Medium
2024,December,Multiplexer,Cardcom,288,209,Low
2023,January,Combiner,Optifibre Co,365,252,Low
2023,September,Optical,Cisco,252,422,Very High
2023,January,Modem,HP,417,157,Very Low
2023,August,Multiplexer,Synergy,218,354,Very High
2024,April,Card,HP,174,208,High
2024,January,Card,Synergy,127,290,Very High
2024,September,Modem,Bell,180,335,Very High
2024,December,Modem,Optifibre Co,268,249,Medium
2024,October,Card,Cardcom,135,431,Very High
2023,August,Switch,Fibertech Inc,248,325,Very High
2023,December,Networking,Cisco,303,491,Very High
2024,July,Splitter,Bell,376,184,Very Low
2023,March,Optical,Synergy,142,117,Medium
2023,July,Router,Netgear,350,147,Very Low
2024,October,Router,Fibertech Inc,431,490,High
2023,February,Multiplexer,Bell,396,408,High
2023,December,Multiplexer,Synergy,201,440,Very High
2023,January,Multiplexer,HP,283,394,Very High
2023,March,Card,Cardcom,226,104,Very Low
2023,July,Splitter,Synergy,325,320,Medium
2023,August,Networking,Optifibre Co,414,119,Very Low
2023,November,Multiplexer,Synergy,137,125,Medium
2023,February,Card,Optifibre Co,202,275,Very High
2024,March,Card,Netgear,230,142,Low
2023,October,Combiner,Cisco,192,397,Very High
2024,September,Multiplexer,Broadcam,254,325,Very High
2024,June,Combiner,Optifibre Co,138,133,Medium
2024,September,Modem,Optifibre Co,248,288,High
2023,February,Switch,Cisco,329,223,Low
2024,September,Optical,Broadcam,459,173,Very Low
2023,December,Card,Synergy,463,442,Medium
2024,May,Networking,Broadcam,274,221,Medium
2023,July,Switch,Fibertech Inc,339,104,Very Low
2024,August,Splitter,Broadcam,390,401,High
2023,January,Splitter,Fibertech Inc,411,194,Very Low
2024,October,Splitter,Cisco,314,229,Low
2024,June,Combiner,Optifibre Co,356,340,Medium
2023,March,Router,Bell,237,326,Very High
2024,December,Card,Fibertech Inc,386,131,Very Low
2024,November,Combiner,Netgear,249,384,Very High
2023,November,Splitter,Synergy,485,417,Medium
2023,May,Switch,Optifibre Co,415,458,High
2023,December,Switch,Cisco,435,196,Very Low
2024,February,Multiplexer,Netgear,158,453,Very High
2023,February,Router,Broadcam,211,362,Very High
2024,March,Switch,Fibertech Inc,325,193,Low
2023,July,Multiplexer,Optifibre Co,144,453,Very High
2023,June,Router,Fibertech Inc,356,482,Very High
2023,April,Card,Fibertech Inc,308,119,Very Low
2024,June,Card,Netgear,447,120,Very Low
2024,May,Networking,HP,321,156,Very Low
2023,September,Card,Bell,270,134,Very Low
2024,October,Optical,Broadcam,356,123,Very Low
2023,July,Card,Netgear,157,453,Very High
2024,April,Networking,Netgear,272,275,High
2024,July,Multiplexer,Cardcom,372,322,Medium
2023,June,Modem,Bell,340,286,Medium
2023,May,Router,HP,343,357,High
2023,September,Networking,Cardcom,113,395,Very High
2023,July,Combiner,HP,341,179,Low
2023,March,Combiner,Fibertech Inc,185,267,Very High
2023,February,Combiner,Bell,475,252,Low
2024,July,Multiplexer,Broadcam,261,271,High
2023,November,Card,Synergy,352,405,High
2023,July,Optical,Cardcom,295,475,Very High
2023,September,Multiplexer,Cisco,329,131,Very Low
2024,January,Modem,Cisco,270,142,Low
2023,May,Networking,Cardcom,330,314,Medium
2024,July,Switch,Optifibre Co,285,232,Medium
2024,August,Optical,Bell,236,496,Very High
2023,February,Splitter,Fibertech Inc,103,151,Very High
2023,October,Card,Broadcam,135,469,Very High
2023,November,Multiplexer,Synergy,383,163,Very Low
2024,April,Card,Fibertech Inc,453,301,Low
2024,January,Multiplexer,Optifibre Co,293,393,Very High
2023,February,Networking,Optifibre Co,394,277,Low
2023,February,Switch,Cardcom,321,118,Very Low
2024,November,Networking,Netgear,264,264,High
2023,January,Switch,Netgear,177,263,Very High
2023,July,Networking,Broadcam,230,365,Very High
2024,August,Optical,HP,371,446,High
2024,May,Card,Synergy,352,272,Medium
2023,March,Networking,Cardcom,424,416,Medium
2024,August,Switch,Broadcam,449,403,Medium
2023,March,Card,Netgear,150,212,Very High
2023,January,Networking,Bell,176,213,High
2023,September,Modem,Netgear,391,116,Very Low
2024,January,Networking,Fibertech Inc,398,126,Very Low
2023,October,Networking,Broadcam,392,132,Very Low
2023,October,Combiner,Fibertech Inc,356,152,Very Low
2023,November,Router,Fibertech Inc,472,180,Very Low
2024,December,Multiplexer,Cardcom,248,491,Very High
2023,June,Router,Netgear,385,362,Medium
2023,August,Multiplexer,Bell,127,261,Very High
2024,June,Optical,Bell,376,307,Medium
2023,July,Router,Synergy,254,453,Very High
2023,December,Multiplexer,Netgear,335,225,Low
2024,May,Multiplexer,Broadcam,382,374,Medium
2023,October,Card,Fibertech Inc,148,459,Very High
2023,October,Router,Cardcom,409,250,Low
2023,March,Card,Bell,134,114,Medium
2024,December,Multiplexer,HP,148,165,High
2024,August,Networking,Cardcom,417,406,Medium
2024,August,Optical,Fibertech Inc,496,294,Low
2024,March,Splitter,Fibertech Inc,211,345,Very High
2024,June,Multiplexer,Bell,110,197,Very High
2024,January,Modem,Broadcam,335,133,Very Low
2024,December,Switch,Fibertech Inc,307,293,Medium
2023,June,Switch,Netgear,493,226,Very Low
2024,December,Multiplexer,Fibertech Inc,296,152,Low
2023,January,Optical,Netgear,428,470,High
2024,December,Card,Synergy,375,274,Low
2023,September,Optical,Cardcom,174,478,Very High
2024,August,Optical,Synergy,124,500,Very High
2023,November,Multiplexer,Cisco,485,155,Very Low
2023,September,Multiplexer,Cardcom,251,259,High
2023,November,Modem,Cisco,281,319,High
2024,August,Switch,Cardcom,498,107,Very Low
2024,January,Splitter,Netgear,406,399,Medium
2024,February,Router,Cisco,270,156,Low
2024,December,Modem,Synergy,190,113,Low
2023,February,Splitter,Netgear,164,121,Low
2023,August,Modem,Broadcam,267,299,High
2023,January,Splitter,Fibertech Inc,323,207,Low
2024,April,Switch,Fibertech Inc,205,495,Very High
2024,September,Card,HP,463,228,Very Low
2024,December,Switch,Synergy,126,261,Very High
2023,October,Networking,Broadcam,404,385,Medium
2023,September,Optical,Bell,157,421,Very High
2023,March,Multiplexer,Optifibre Co,364,103,Very Low
2024,November,Modem,Broadcam,205,163,Medium
2023,January,Optical,HP,216,100,Very Low
2023,December,Switch,HP,272,481,Very High
2023,December,Modem,Netgear,137,401,Very High
2023,November,Router,Optifibre Co,429,456,High
2023,August,Combiner,Bell,462,322,Low
2024,December,Card,HP,119,216,Very High
2023,June,Combiner,Netgear,201,265,Very High
2023,November,Combiner,Broadcam,410,126,Very Low
2024,July,Modem,Broadcam,215,110,Low
2023,August,Card,Broadcam,359,486,Very High
2023,December,Modem,Optifibre Co,220,371,Very High
2024,March,Multiplexer,Bell,250,287,High
2024,March,Router,Fibertech Inc,254,372,Very High
2024,February,Router,Fibertech Inc,208,248,High
2024,June,Router,Cisco,204,407,Very High
2024,May,Combiner,Optifibre Co,318,351,High
2023,May,Optical,Optifibre Co,331,325,Medium
2024,February,Splitter,Broadcam,386,500,Very High
2023,August,Combiner,Synergy,369,425,High
2023,August,Switch,Broadcam,147,158,High
2023,March,Multiplexer,Cardcom,432,479,High
2023,January,Splitter,Synergy,452,479,High
2023,December,Combiner,Synergy,185,103,Low
2023,May,Networking,Synergy,498,286,Low
2024,September,Router,Bell,491,378,Medium
2023,October,Optical,Bell,308,120,Very Low
2023,October,Switch,Cisco,253,297,High
2024,October,Card,Cardcom,467,212,Very Low
2024,February,Modem,Netgear,170,468,Very High
2024,October,Router,Broadcam,372,321,Medium
2023,October,Multiplexer,Fibertech Inc,408,178,Very Low
2023,November,Card,Broadcam,481,376,Medium
2024,February,Multiplexer,HP,145,163,High
2024,October,Router,Broadcam,249,208,Medium
2024,January,Splitter,Bell,326,458,Very High
2023,December,Combiner,Cisco,104,416,Very High
2024,April,Optical,Broadcam,281,459,Very High
2024,October,Multiplexer,Fibertech Inc,237,381,Very High
2024,August,Modem,Broadcam,466,363,Medium
2023,June,Card,HP,148,370,Very High
2023,April,Combiner,Bell,252,399,Very High
2024,August,Router,Synergy,397,494,High
2023,March,Combiner,HP,157,186,High
2023,May,Modem,Cisco,177,444,Very High
2024,August,Card,Cardcom,471,103,Very Low
2023,January,Multiplexer,Cisco,476,135,Very Low
2024,October,Optical,Synergy,283,411,Very High
2023,May,Modem,Netgear,379,425,High
2024,January,Networking,Fibertech Inc,118,452,Very High
2023,May,Combiner,Bell,378,388,High
2023,December,Switch,Synergy,252,260,High
2023,May,Splitter,Cisco,108,291,Very High
2024,May,Router,Synergy,210,115,Low
2024,September,Multiplexer,Bell,260,244,Medium
2024,December,Switch,Netgear,137,266,Very High
2024,July,Multiplexer,Netgear,122,152,High
2024,March,Networking,Cisco,288,178,Low
2024,October,Multiplexer,HP,414,476,High
2024,May,Modem,Synergy,250,486,Very High
2023,December,Card,Bell,258,386,Very High
2023,March,Networking,Synergy,471,121,Very Low
2023,March,Networking,Netgear,491,485,Medium
2024,December,Optical,Synergy,401,194,Very Low
2024,April,Splitter,Broadcam,257,351,Very High
2023,May,Card,Optifibre Co,483,167,Very Low
2024,February,Multiplexer,Synergy,352,360,High
2024,November,Modem,Broadcam,490,336,Low
2023,April,Optical,Netgear,278,278,High
2023,August,Splitter,Bell,496,344,Low
2023,March,Card,Optifibre Co,274,390,Very High
2024,October,Multiplexer,HP,300,438,Very High
2024,April,Modem,Fibertech Inc,480,108,Very Low
2023,February,Multiplexer,Bell,473,143,Very Low
2023,September,Combiner,Synergy,123,277,Very High
2024,June,Modem,Fibertech Inc,154,443,Very High
2024,June,Multiplexer,Cardcom,481,180,Very Low
2023,February,Card,Cardcom,448,336,Medium
